"","gene","EC_number","COG","product","MAG"
"2347","nagA","3.5.1.25","COG1820","N-acetylglucosamine-6-phosphate deacetylase","Pedobacter sp."
"2348","rarD","","COG2962","Protein RarD","Pedobacter sp."
"2349","hldE","","COG2870","Bifunctional protein HldE","Pedobacter sp."
"2350","glgA","2.4.1.21","COG0297","Glycogen synthase","Pedobacter sp."
"2351","pezA","","COG1396","Antitoxin PezA","Pedobacter sp."
"2352","mecI","","","Methicillin resistance regulatory protein MecI","Pedobacter sp."
"2353","panD","4.1.1.11","COG0853","Aspartate 1-decarboxylase","Pedobacter sp."
"2354","sodA","1.15.1.1","COG0605","Superoxide dismutase [Mn]","Pedobacter sp."
"2355","sigM","","COG1595","ECF RNA polymerase sigma factor SigM","Pedobacter sp."
"2356","tri1","3.4.21.-","COG0793","Tricorn protease ","Pedobacter sp."
"2357","cutC","","COG3142","Copper homeostasis protein CutC","Pedobacter sp."
"2358","thiE","2.5.1.3","COG0352","Thiamine-phosphate synthase","Pedobacter sp."
"2359","cynT","4.2.1.1","COG0288","Carbonic anhydrase","Pedobacter sp."
"2360","yjbR","","COG2315","putative protein YjbR","Pedobacter sp."
"2361","pepT","3.4.11.4","COG2195","Peptidase T","Pedobacter sp."
"2362","xloA","3.2.1.72","","Xylan 1,3-beta-xylosidase","Pedobacter sp."
"2363","nedA","3.2.1.18","","Sialidase","Pedobacter sp."
"2364","ccpA","","COG1609","Catabolite control protein A","Pedobacter sp."
"2365","elmMI","2.1.1.305","","8-demethyl-8-alpha-L-rhamnosyl tetracenomycin-C 2'-O-methyltransferase","Pedobacter sp."
"2366","per1","3.5.2.6","","Extended-spectrum beta-lactamase PER-1","Pedobacter sp."
"2367","apbE","2.7.1.180","COG1477","FAD:protein FMN transferase","Pedobacter sp."
"2368","golD","1.1.1.6","","NAD-dependent glycerol dehydrogenase","Pedobacter sp."
"2369","uxaA","4.2.1.7","COG2721","Altronate dehydratase","Pedobacter sp."
"2370","yoaB","3.6.3.8","COG0474","Calcium-transporting ATPase 1","Pedobacter sp."
"2371","ccoP2","","COG2010","Cbb3-type cytochrome c oxidase subunit CcoP2","Pedobacter sp."
"2372","yccM","","COG0348","Putative electron transport protein YccM","Pedobacter sp."
"2373","ldhA","1.1.1.28","COG1052","D-lactate dehydrogenase","Pedobacter sp."
"2374","glpT","","COG2271","Glycerol-3-phosphate transporter","Pedobacter sp."
"2375","srlR","","COG1349","Glucitol operon repressor","Pedobacter sp."
"2376","adhc1","1.1.1.2","COG1064","NADP-dependent alcohol dehydrogenase C 1","Pedobacter sp."
"2377","idhA","1.1.1.18","","Inositol 2-dehydrogenase","Pedobacter sp."
"2378","hyi","5.3.1.22","COG3622","Hydroxypyruvate isomerase","Pedobacter sp."
"2379","fadM","1.5.5.2","","Proline dehydrogenase 1","Pedobacter sp."
"2380","aroF","2.5.1.54","COG2876","Phospho-2-dehydro-3-deoxyheptonate aldolase","Pedobacter sp."
"2381","secDF","","COG0341","Protein translocase subunit SecDF","Pedobacter sp."
"2382","fdxE","","COG0633","Ferredoxin-6","Pedobacter sp."
"2383","glgC","2.7.7.27","COG0448","Glucose-1-phosphate adenylyltransferase","Pedobacter sp."
"2384","log","3.2.2.-","COG1611","Cytokinin riboside 5'-monophosphate phosphoribohydrolase","Pedobacter sp."
"2385","yddE","5.1.-.-","COG0384","putative isomerase YddE","Pedobacter sp."
"2386","sigA","","COG0568","RNA polymerase sigma factor SigA","Pedobacter sp."
"2387","spk1","2.7.11.1","","Serine/threonine-protein kinase PK-1","Pedobacter sp."
"2388","glpE","2.8.1.1","","Thiosulfate sulfurtransferase GlpE","Pedobacter sp."
"2389","pgpH","3.1.4.-","","Cyclic-di-AMP phosphodiesterase PgpH","Pedobacter sp."
"2390","mkl","","COG1127","putative ribonucleotide transport ATP-binding protein mkl","Pedobacter sp."
"2391","murQ","4.2.1.126","COG2103","N-acetylmuramic acid 6-phosphate etherase","Pedobacter sp."
"2392","yfiC","2.1.1.223","COG4123","tRNA1(Val) (adenine(37)-N6)-methyltransferase","Pedobacter sp."
"2393","yedK","3.4.-.-","COG2135","Putative SOS response-associated peptidase YedK","Pedobacter sp."
"2394","cdd","3.5.4.5","COG0295","Cytidine deaminase","Pedobacter sp."
"2395","msrA2","1.8.4.11","COG0225","Peptide methionine sulfoxide reductase MsrA 2","Pedobacter sp."
"2396","rlmK","2.1.1.264","COG1092","Ribosomal RNA large subunit methyltransferase K","Pedobacter sp."
"2397","pspC","","COG1983","Phage shock protein C","Pedobacter sp."
"2398","ydjH","2.7.1.-","COG0524","putative sugar kinase YdjH","Pedobacter sp."
"2399","sigX","","COG1595","ECF RNA polymerase sigma factor SigX","Pedobacter sp."
"2400","prsA1","5.2.1.8","COG0760","Foldase protein PrsA 1","Pedobacter sp."
"2401","yjjG","3.1.3.5","COG1011","Pyrimidine 5'-nucleotidase YjjG","Pedobacter sp."
"2402","axe7A","3.1.1.-","COG3458","Acetyl esterase Axe7A","Pedobacter sp."
"2403","pbuE","","COG2814","Purine efflux pump PbuE","Pedobacter sp."
"2404","metZ","2.5.1.-","COG0626","O-succinylhomoserine sulfhydrylase","Pedobacter sp."
"2405","ftsX","","COG2177","Cell division protein FtsX","Pedobacter sp."
"2406","yjmC","1.1.1.-","COG2055","putative oxidoreductase YjmC","Pedobacter sp."
"2407","bshC","6.-.-.-","COG4365","Putative cysteine ligase BshC","Pedobacter sp."
"2408","rpmGA","","","50S ribosomal protein L33 1","Pedobacter sp."
"2409","fpaP","3.4.11.5","","Proline iminopeptidase","Pedobacter sp."
"2410","ade","3.5.4.2","","Adenine deaminase","Pedobacter sp."
"2411","gtf1","2.4.1.-","","Glycosyltransferase Gtf1","Pedobacter sp."
"2412","kpsD","","COG1596","Polysialic acid transport protein KpsD","Pedobacter sp."
"2413","gumD","2.7.8.31","COG2148","UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase","Pedobacter sp."
"2414","acyP","3.6.1.7","COG1254","Acylphosphatase","Pedobacter sp."
"2415","envC","","COG4942","Murein hydrolase activator EnvC","Pedobacter sp."
"2416","tatAy","","","Sec-independent protein translocase protein TatAy","Pedobacter sp."
"2417","feoA","","COG1918","Fe(2+) transport protein A","Pedobacter sp."
"2418","sprT","","","Protein SprT","Pedobacter sp."
"2419","cmoM","2.1.1.-","COG0500","tRNA 5-carboxymethoxyuridine methyltransferase","Pedobacter sp."
"2420","gfo","1.1.99.28","","Glucose--fructose oxidoreductase","Pedobacter sp."
"2421","lutB","","COG1139","Lactate utilization protein B","Pedobacter sp."
"2422","sigR","","COG1595","ECF RNA polymerase sigma factor SigR","Pedobacter sp."
"2423","cph1","2.7.13.3","","Phytochrome-like protein cph1","Pedobacter sp."
"2424","sdsA","2.5.1.84","","All-trans-nonaprenyl-diphosphate synthase (geranyl-diphosphate specific)","Pedobacter sp."
"2425","garP","","","putative galactarate transporter","Pedobacter sp."
"2426","nanM","5.1.3.24","COG3055","N-acetylneuraminate epimerase","Pedobacter sp."
"2427","nanA","4.1.3.3","COG0329","N-acetylneuraminate lyase","Pedobacter sp."
"2428","rutC","1.-.-.-","COG0251","Putative aminoacrylate peracid reductase RutC","Pedobacter sp."
"2429","mtnK","2.7.1.100","","Methylthioribose kinase","Pedobacter sp."
"2430","dtd3","3.1.1.96","","D-aminoacyl-tRNA deacylase","Pedobacter sp."
"2431","ndhK1","1.6.5.-","","NAD(P)H-quinone oxidoreductase subunit K 1","Pedobacter sp."
"2432","ndhJ","1.6.5.-","","NAD(P)H-quinone oxidoreductase subunit J","Pedobacter sp."
"2433","ndhH","1.6.5.-","","NAD(P)H-quinone oxidoreductase subunit H","Pedobacter sp."
"2434","mdtB","","","Multidrug resistance protein MdtB","Pedobacter sp."
"2435","czcB","","","Cobalt-zinc-cadmium resistance protein CzcB","Pedobacter sp."
"2436","nfuA","","","Fe/S biogenesis protein NfuA","Pedobacter sp."
"2437","mtaB","2.8.4.5","COG0621","Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB","Pedobacter sp."
"2438","ubiX","2.5.1.129","COG0163","Flavin prenyltransferase UbiX","Pedobacter sp."
"2439","lacX","","","Protein LacX, plasmid","Pedobacter sp."
"2440","rsmF","2.1.1.-","COG0144","Ribosomal RNA small subunit methyltransferase F","Pedobacter sp."
"2441","crtQ","2.4.1.-","","4,4'-diaponeurosporenoate glycosyltransferase","Pedobacter sp."
"2442","crtN","1.3.8.2","","Dehydrosqualene desaturase","Pedobacter sp."
"2443","hprA","1.1.1.29","COG1052","Glycerate dehydrogenase","Pedobacter sp."
"2444","msrC","1.8.4.14","COG1956","Free methionine-R-sulfoxide reductase","Pedobacter sp."
"2445","acuC","","","Acetoin utilization protein AcuC","Pedobacter sp."
"2446","norM","","COG0534","Multidrug resistance protein NorM","Pedobacter sp."
"2447","naiP","","","Putative niacin/nicotinamide transporter NaiP","Pedobacter sp."
"2448","carA2","1.3.99.29","COG1233","zeta-carotene-forming phytoene desaturase","Pedobacter sp."
"2449","idi","5.3.3.2","COG1443","Isopentenyl-diphosphate Delta-isomerase","Pedobacter sp."
"2450","salL","2.5.1.94","COG1912","Adenosyl-chloride synthase","Pedobacter sp."
"2451","rbn","3.1.-.-","COG1234","Ribonuclease BN","Pedobacter sp."
"2452","pdhC","2.3.1.12","","Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex","Pedobacter sp."
"2453","mqnE","2.5.1.120","COG1060","Aminodeoxyfutalosine synthase","Pedobacter sp."
"2454","mqnA","4.2.1.151","COG1427","Chorismate dehydratase","Pedobacter sp."
"2455","udp","2.4.2.3","COG2820","Uridine phosphorylase","Pedobacter sp."
"2456","yccS","","COG1289","Inner membrane protein YccS","Pedobacter sp."
"2457","cspC","","COG1278","Cold shock-like protein CspC","Pedobacter sp."
"2458","arsM","2.1.1.137","","Arsenite methyltransferase","Pedobacter sp."
"2459","yqeN","","COG1466","putative protein YqeN","Pedobacter sp."
"2460","axeA1","3.1.1.72","COG0657","Acetylxylan esterase","Pedobacter sp."
"2461","ce","5.1.3.11","","Cellobiose 2-epimerase","Pedobacter sp."
"2462","uxuB","1.-.-.-","COG1028","putative oxidoreductase UxuB","Pedobacter sp."
"2463","uxuA","4.2.1.8","COG1312","Mannonate dehydratase","Pedobacter sp."
"2464","glcA","","COG1620","Glycolate permease GlcA","Pedobacter sp."
"2465","sigL","","COG1595","ECF RNA polymerase sigma factor SigL","Pedobacter sp."
"2466","pbpD","","COG0744","Penicillin-binding protein 4","Pedobacter sp."
"2467","hpt","2.4.2.8","","Hypoxanthine-guanine phosphoribosyltransferase","Pedobacter sp."
"2468","ynaI","","COG0668","Low conductance mechanosensitive channel YnaI","Pedobacter sp."
"2469","lutC","","COG1556","Lactate utilization protein C","Pedobacter sp."
"2470","fabH1","2.3.1.180","COG0332","3-oxoacyl-[acyl-carrier-protein] synthase 3 protein 1","Pedobacter sp."
"2471","higB-1","","COG3549","Toxin HigB-1","Pedobacter sp."
"2472","dctA2","","COG1301","C4-dicarboxylate transport protein 2","Pedobacter sp."
"2473","ettA","","COG0488","Energy-dependent translational throttle protein EttA","Pedobacter sp."
"2474","spoIIAB","2.7.11.1","COG2172","Anti-sigma F factor","Pedobacter sp."
"2475","ddpX","3.4.13.22","COG2173","D-alanyl-D-alanine dipeptidase","Pedobacter sp."
"2476","ecfA1","3.6.3.-","COG1122","Energy-coupling factor transporter ATP-binding protein EcfA1","Pedobacter sp."
"2477","iolW","1.1.1.371","COG0673","scyllo-inositol 2-dehydrogenase (NADP(+)) IolW","Pedobacter sp."
"2478","hsdM","2.1.1.72","COG0286","Type I restriction enzyme EcoKI M protein","Pedobacter sp."
"2479","lytR","","COG3279","Sensory transduction protein LytR","Pedobacter sp."
"2480","mqnC","1.21.98.1","COG1060","Cyclic dehypoxanthine futalosine synthase","Pedobacter sp."
"2481","gmhB","3.1.3.83","","D-glycero-alpha-D-manno-heptose-1,7-bisphosphate 7-phosphatase","Pedobacter sp."
"2482","alr1","5.1.1.1","COG0787","Alanine racemase 1","Pedobacter sp."
"2483","cheB","3.1.1.61","","Chemotaxis response regulator protein-glutamate methylesterase","Pedobacter sp."
"2484","fadE","1.3.99.-","COG1960","putative acyl-CoA dehydrogenase","Pedobacter sp."
"2485","gss","","COG0754","Bifunctional glutathionylspermidine synthetase/amidase","Pedobacter sp."
"2486","arlS","2.7.13.3","COG0642","Signal transduction histidine-protein kinase ArlS","Pedobacter sp."
"2487","cusR","","COG0745","Transcriptional regulatory protein CusR","Pedobacter sp."
"2488","kinE","2.7.13.3","COG2202","Sporulation kinase E","Pedobacter sp."
"2489","mca","3.5.1.115","","Mycothiol S-conjugate amidase","Pedobacter sp."
"2490","cpt","3.4.17.18","","Carboxypeptidase T","Pedobacter sp."
"2491","alkH","1.2.1.3","","Aldehyde dehydrogenase","Pedobacter sp."
"2492","yfiT","3.-.-.-","","Putative metal-dependent hydrolase YfiT","Pedobacter sp."
"2493","bacG","1.3.1.-","COG1028","NADPH-dependent reductase BacG","Pedobacter sp."
"2494","prc","3.4.21.102","COG0793","Tail-specific protease","Pedobacter sp."
"2495","mepS","3.4.-.-","COG0791","Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase","Pedobacter sp."
"2496","kmo","1.14.13.9","","Kynurenine 3-monooxygenase","Pedobacter sp."
"2497","yedJ","","COG1418","putative protein YedJ","Pedobacter sp."
"2498","aldHT","1.2.1.5","","Aldehyde dehydrogenase, thermostable","Pedobacter sp."
"2499","yitD","4.4.1.19","COG1809","Phosphosulfolactate synthase","Pedobacter sp."
"2500","ahpD","1.11.1.15","","Alkyl hydroperoxide reductase AhpD","Pedobacter sp."
"2501","thcD","1.18.1.-","","Rhodocoxin reductase","Pedobacter sp."
"2502","dat","2.6.1.21","","D-alanine aminotransferase","Pedobacter sp."
"2503","kdgA","","COG0800","KHG/KDPG aldolase","Pedobacter sp."
"2504","hldD","5.1.3.20","","ADP-L-glycero-D-manno-heptose-6-epimerase","Pedobacter sp."
"2505","mqnD","4.1.-.-","COG2107","1,4-dihydroxy-6-naphtoate synthase","Pedobacter sp."
"2506","mqnB","3.2.2.26","COG0775","Futalosine hydrolase","Pedobacter sp."
"2507","ideR","","COG1321","Iron-dependent repressor IdeR","Pedobacter sp."
"2508","mnaT","2.3.1.-","COG1247","L-amino acid N-acyltransferase MnaT","Pedobacter sp."
"2509","clpC","","COG0542","ATP-dependent Clp protease ATP-binding subunit ClpC","Pedobacter sp."
"2510","desA1","1.14.19.-","","Putative acyl-[acyl-carrier-protein] desaturase DesA1","Pedobacter sp."
"2511","dacA","2.7.7.85","COG1624","Diadenylate cyclase","Pedobacter sp."
"2512","rlmCD","2.1.1.189","COG2265","23S rRNA (uracil-C(5))-methyltransferase RlmCD","Pedobacter sp."
"2513","cocE","3.1.1.84","","Cocaine esterase","Pedobacter sp."
"2514","nagB","3.5.99.6","COG0363","Glucosamine-6-phosphate deaminase 1","Pedobacter sp."
"2515","f1pep1","3.4.21.26","","Prolyl endopeptidase","Pedobacter sp."
"2516","nrnA","3.1.-.-","COG0618","Bifunctional oligoribonuclease and PAP phosphatase NrnA","Pedobacter sp."
"2517","estB","3.1.1.-","COG1680","Esterase EstB","Pedobacter sp."
"2518","nfdA","3.5.1.91","","N-substituted formamide deformylase","Pedobacter sp."
"2519","glpG","3.4.21.105","","Rhomboid protease GlpG","Pedobacter sp."
"2520","prsA3","5.2.1.8","COG0760","Foldase protein PrsA 3","Pedobacter sp."
"2521","lieA","3.4.24.-","","Leupeptin-inactivating enzyme 1","Pedobacter sp."
"2522","rpiB","5.3.1.6","COG0698","Ribose-5-phosphate isomerase B","Pedobacter sp."
"2523","tatC2","","COG0805","Sec-independent protein translocase protein TatCy","Pedobacter sp."
"2524","rsbU","3.1.3.3","COG2208","Phosphoserine phosphatase RsbU","Pedobacter sp."
"2525","comB","3.1.3.71","COG2045","putative 2-phosphosulfolactate phosphatase","Pedobacter sp."
"2526","ykfA","3.4.16.-","COG1619","putative murein peptide carboxypeptidase","Pedobacter sp."
"2527","yphA","","COG2259","Inner membrane protein YphA","Pedobacter sp."
"2528","gldH","","","Gliding motility lipoprotein GldH","Pedobacter sp."
"2529","ddc","4.1.1.86","COG0076","L-2,4-diaminobutyrate decarboxylase","Pedobacter sp."
"2530","yrrK","3.1.-.-","COG0816","Putative pre-16S rRNA nuclease","Pedobacter sp."
"2531","ybhL","","COG0670","Inner membrane protein YbhL","Pedobacter sp."
"2532","fecA","","COG4772","Fe(3+) dicitrate transport protein FecA","Pedobacter sp."
"2533","cda","3.6.3.8","","Calcium-transporting ATPase","Pedobacter sp."
"2534","mlhB","3.1.1.83","","Monoterpene epsilon-lactone hydrolase","Pedobacter sp."
"2535","pseI","2.5.1.97","COG2089","Pseudaminic acid synthase","Pedobacter sp."
"2536","arnA","","COG0223","Bifunctional polymyxin resistance protein ArnA","Pedobacter sp."
"2537","pseG","3.6.1.57","COG3980","UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-altropyranose hydrolase","Pedobacter sp."
"2538","pseC","2.6.1.92","COG0399","UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase","Pedobacter sp."
"2539","modE","","COG2005","Transcriptional regulator ModE","Polaromonas sp."
"2540","mopA","","COG2005","Molybdenum-pterin-binding protein MopA","Polaromonas sp."
"2541","algE7","4.2.2.3","COG2931","Alginate lyase 7","Polaromonas sp."
"2542","crp","","COG0664","cAMP-activated global transcriptional regulator CRP","Polaromonas sp."
"2543","pasI","","COG2914","Persistence and stress-resistance antitoxin PasI","Polaromonas sp."
"2544","cutA","","COG1324","Divalent-cation tolerance protein CutA","Polaromonas sp."
"2545","dgcE","2.7.7.65","COG2202","putative diguanylate cyclase DgcE","Polaromonas sp."
"2546","liaS","2.7.13.3","COG4585","Sensor histidine kinase LiaS","Polaromonas sp."
"2547","tgpA","2.3.2.13","COG1305","Protein-glutamine gamma-glutamyltransferase","Polaromonas sp."
"2548","norG","","COG1167","HTH-type transcriptional regulator NorG","Polaromonas sp."
"2549","mobB","","COG1763","Molybdopterin-guanine dinucleotide biosynthesis adapter protein","Polaromonas sp."
"2550","cbiA","6.3.5.11","COG1797","Cobyrinate a,c-diamide synthase","Polaromonas sp."
"2551","cobP","2.7.1.156","","Bifunctional adenosylcobalamin biosynthesis protein CobP","Polaromonas sp."
"2552","btuR","2.5.1.17","COG2109","Cob(I)yrinic acid a,c-diamide adenosyltransferase","Polaromonas sp."
"2553","bluB","1.13.11.79","COG0778","5,6-dimethylbenzimidazole synthase","Polaromonas sp."
"2554","cobD","","COG1270","Cobalamin biosynthesis protein CobD","Polaromonas sp."
"2555","cobT","2.4.2.21","","Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase","Polaromonas sp."
"2556","dps","1.16.-.-","COG0783","DNA protection during starvation protein","Polaromonas sp."
"2557","nitA","3.5.5.7","","Aliphatic nitrilase","Polaromonas sp."
"2558","bciD","1.17.98.2","","Bacteriochlorophyllide c C-7(1)-hydroxylase","Polaromonas sp."
"2559","czcO","1.-.-.-","COG2072","putative oxidoreductase CzcO","Polaromonas sp."
"2560","yccU","","COG1832","putative protein YccU","Polaromonas sp."
"2561","megL","4.4.1.11","COG0626","L-methionine gamma-lyase","Polaromonas sp."
"2562","pilT","","COG2805","Twitching mobility protein","Polaromonas sp."
"2563","levS","2.4.1.10","","Levansucrase","Polaromonas sp."
"2564","malT","","","HTH-type transcriptional regulator MalT","Polaromonas sp."
"2565","ptxD","1.20.1.1","","Phosphonate dehydrogenase","Polaromonas sp."
"2566","ptxB","","","putative phosphite transport system-binding protein PtxB","Polaromonas sp."
"2567","ssuE","1.5.1.38","COG0431","FMN reductase (NADPH)","Polaromonas sp."
"2568","ssuD","1.14.14.5","COG2141","Alkanesulfonate monooxygenase","Polaromonas sp."
"2569","ssuB","3.6.3.-","COG1116","Aliphatic sulfonates import ATP-binding protein SsuB","Polaromonas sp."
"2570","mdeA","4.4.1.11","","L-methionine gamma-lyase","Polaromonas sp."
"2571","mopII","","","Molybdenum-pterin-binding protein 2","Polaromonas sp."
"2572","mmpI","","","Major membrane protein I","Polaromonas sp."
"2573","amnF","4.2.1.80","","2-oxopent-4-enoate hydratase","Polaromonas sp."
"2574","comP","2.7.13.3","","Sensor histidine kinase ComP","Polaromonas sp."
